Id,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Mas Vnr Area,Exter Qual,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Sale Type,SalePrice,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Kitchen Total Value
898,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,1922,1950,Gable,CompShg,0.0,3,2,864.0,GasA,864,864,1,3,4,0,NA,0,0.0,0.0,WD ,99900,0.0,13,6,864,0,1.0,4
1048,Lvl,FR2,NPkVill,Norm,Norm,TwnhsE,2Story,6,1975,1975,Gable,CompShg,0.0,3,4,855.0,GasA,855,1456,2,3,7,0,Attchd,2,2.0,460.0,WD ,143000,10.0,12,6,1456,0,3.0,4
2676,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1934,1950,Gable,CompShg,0.0,3,3,816.0,GasA,816,1176,1,3,6,4,Detchd,1,2.0,528.0,WD ,114500,9.0,12,6,816,5,1.0,4
2498,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,0.0,3,3,912.0,GasA,941,941,1,3,6,1,Attchd,1,1.0,288.0,WD ,129200,8.0,11,6,941,2,1.0,4
1560,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,2008,2008,Hip,CompShg,186.0,5,5,1600.0,GasA,1652,1652,2,4,5,4,Attchd,3,2.0,482.0,New,392500,11.0,13,8,1652,5,4.0,5
296,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1941,2006,Gable,CompShg,0.0,5,3,1152.0,GasA,1188,2340,2,4,9,4,Attchd,2,1.0,252.0,WD ,266500,9.0,16,9,2340,6,2.0,5
354,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,1998,1998,Gable,CompShg,0.0,4,4,384.0,GasA,751,1382,2,3,7,3,BuiltIn,3,2.0,396.0,WD ,177500,11.0,12,7,1382,4,3.0,4
970,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,182.0,3,3,1008.0,GasA,1008,1008,1,4,6,0,Attchd,1,1.0,384.0,WD ,139500,8.0,12,6,1008,0,1.0,5
884,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,0.0,4,4,608.0,GasA,608,1396,2,4,6,4,BuiltIn,3,2.0,440.0,WD ,170000,11.0,11,7,1396,5,3.0,5
1894,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1964,1997,Gable,CompShg,306.0,3,3,845.0,GasA,845,2154,2,3,8,4,Attchd,2,2.0,539.0,WD ,224500,10.0,13,7,2154,5,3.0,4
450,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,2003,2004,Gable,CompShg,186.0,4,4,1082.0,GasA,1105,2400,3,4,10,4,BuiltIn,3,3.0,730.0,WD ,290000,12.0,13,7,2400,5,4.0,5
2031,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,600.0,3,3,1040.0,GasA,1226,1818,1,3,7,3,Detchd,1,1.0,240.0,WD ,169500,8.0,11,5,1818,5,2.0,4
949,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,7,2004,2005,Hip,CompShg,108.0,4,5,1710.0,GasA,1710,1710,2,4,7,4,Attchd,3,2.0,550.0,WD ,240000,11.0,12,7,1710,5,2.0,5
1907,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Hip,CompShg,176.0,3,3,1078.0,GasA,1150,1150,1,3,6,0,Attchd,3,1.0,288.0,WD ,144000,10.0,11,7,1150,0,2.0,4
1906,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,6,1964,1978,Gable,CompShg,272.0,3,3,816.0,GasA,1127,1977,1,3,9,3,Attchd,2,2.0,540.0,WD ,165000,10.0,12,6,1977,4,3.0,4
549,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1990,1991,Gable,CompShg,0.0,4,4,1332.0,GasA,1332,1332,2,4,5,0,Attchd,2,2.0,542.0,WD ,145000,10.0,11,7,1332,0,2.0,5
243,Lvl,CulDSac,Edwards,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,0.0,3,3,1250.0,GasA,1298,1298,2,3,5,0,Detchd,1,2.0,504.0,COD,114000,8.0,8,5,1298,0,2.0,4
1697,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,375.0,4,4,1935.0,GasA,1973,1973,2,4,9,4,Attchd,3,3.0,895.0,New,395000,12.0,13,7,1973,5,2.0,5
2365,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,6,1973,1973,Gable,CompShg,514.0,3,3,525.0,GasA,525,1092,1,3,6,0,Detchd,1,2.0,440.0,WD ,105500,9.0,11,6,1092,0,2.0,4
310,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,8,1998,1999,Gable,CompShg,0.0,4,4,1049.0,GasA,1036,1916,2,4,8,3,Attchd,1,3.0,741.0,WD ,254900,10.0,13,7,1916,4,4.0,5
1961,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,0.0,3,3,864.0,GasA,1238,1238,1,3,6,3,Attchd,1,1.0,357.0,WD ,102000,8.0,8,6,1238,4,2.0,4
849,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,0.0,4,4,944.0,GasA,944,1840,2,4,6,0,Attchd,2,2.0,622.0,WD ,230000,10.0,12,7,1840,0,4.0,5
2018,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,1920,2004,Gable,CompShg,0.0,3,3,939.0,GasA,939,1513,1,3,8,0,Detchd,1,1.0,180.0,WD ,137500,6.0,13,6,1513,0,2.0,4
1328,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1928,1983,Gable,CompShg,0.0,4,3,1008.0,GasA,1143,1143,1,3,5,1,Detchd,1,1.0,288.0,WD ,138000,8.0,12,8,1143,2,1.0,4
801,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SLvl,6,1983,1983,Gable,CompShg,100.0,4,4,520.0,GasA,1338,1338,1,4,5,1,Attchd,1,2.0,576.0,WD ,156500,9.0,11,7,1338,2,2.0,5
400,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,0.0,3,3,864.0,GasA,864,864,1,3,5,0,Detchd,1,2.0,463.0,WD ,124500,9.0,11,7,864,0,1.0,4
1650,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1977,Mansard,WdShake,0.0,3,4,808.0,GasA,1161,1969,2,3,8,4,Attchd,2,2.0,534.0,WD ,190000,10.0,13,6,1969,5,3.0,4
1084,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,16.0,4,4,1266.0,GasA,1266,1266,2,4,6,4,Attchd,3,2.0,388.0,WD ,159895,11.0,12,7,1266,5,2.0,5
1522,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,5,1921,1998,Gable,CompShg,0.0,3,3,612.0,GasA,990,2601,3,3,8,0,BuiltIn,2,2.0,621.0,WD ,189000,10.0,11,6,2601,0,4.0,4
2496,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,0.0,3,3,912.0,GasA,912,912,1,3,6,0,NA,0,0.0,0.0,WD ,124000,0.0,11,6,912,0,1.0,4
220,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1957,1996,Hip,CompShg,180.0,3,4,1392.0,GasA,1392,1392,1,3,5,4,Detchd,1,2.0,528.0,WD ,121500,9.0,11,6,1392,5,3.0,4
1254,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5,1957,1957,Gable,CompShg,0.0,3,3,1824.0,GasA,1824,1824,2,3,9,0,Detchd,1,2.0,484.0,WD ,146000,9.0,10,6,1824,0,2.0,5
1443,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2001,Gable,CompShg,0.0,4,4,928.0,GasA,928,1823,2,4,6,0,Attchd,2,2.0,626.0,WD ,235000,10.0,12,7,1823,0,4.0,5
2885,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,2004,2005,Hip,CompShg,186.0,4,5,1594.0,GasA,1646,1646,2,4,5,4,Attchd,3,2.0,525.0,WD ,300000,11.0,13,7,1646,5,4.0,5
2920,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,4,1970,1970,Gable,CompShg,0.0,3,3,546.0,GasA,546,1092,1,3,5,0,NA,0,0.0,0.0,WD ,90500,0.0,11,6,1092,0,2.0,4
1197,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5,1965,1965,Gable,CompShg,108.0,3,3,1728.0,GasA,1728,1728,2,3,10,0,Detchd,1,2.0,576.0,WD ,142600,9.0,10,6,1728,0,2.0,5
848,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,110.0,4,4,1573.0,GasA,1573,1573,2,4,6,0,Attchd,2,2.0,544.0,WD ,227000,10.0,12,7,1573,0,3.0,5
2158,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,1999,2000,Gable,CompShg,158.0,4,4,1341.0,GasA,1341,1341,1,4,5,3,Attchd,2,2.0,482.0,WD ,246900,10.0,13,7,1341,4,3.0,5
1555,Lvl,Corner,IDOTRR,Feedr,Norm,1Fam,2Story,4,1895,1950,Gable,CompShg,0.0,3,1,173.0,GasA,825,1361,1,3,6,0,Detchd,1,1.0,185.0,WD ,89000,7.0,11,6,1361,0,1.0,4
278,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1948,1950,Gable,CompShg,0.0,3,3,744.0,GasA,792,1120,1,2,5,0,Detchd,1,2.0,480.0,WD ,64000,8.0,9,6,1120,0,1.0,3
2522,Lvl,Inside,Greens,Norm,Norm,Twnhs,1Story,8,1978,1978,Gable,CompShg,0.0,4,4,1226.0,GasA,1226,1226,1,4,4,3,Attchd,3,2.0,484.0,WD ,170000,11.0,13,7,1226,4,2.0,5
2683,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6,1925,1980,Gable,CompShg,0.0,3,3,1103.0,GasA,1103,1103,1,4,5,4,Detchd,1,2.0,440.0,WD ,110500,9.0,12,7,1103,5,1.0,5
2173,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,6,1960,1960,Hip,CompShg,198.0,3,3,1179.0,GasA,1179,1179,1,3,5,0,Attchd,3,2.0,622.0,WD ,110000,11.0,12,6,1179,0,1.0,4
894,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1947,2008,Hip,CompShg,0.0,3,3,698.0,GasA,698,698,1,3,4,0,NA,0,0.0,0.0,WD ,118000,0.0,14,8,698,0,2.0,4
1066,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,7,2003,2004,Gable,CompShg,292.0,4,4,998.0,GasA,1006,2046,2,4,8,4,BuiltIn,2,3.0,871.0,WD ,284000,11.0,12,7,2046,5,4.0,5
1261,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1962,1962,Gable,CompShg,318.0,3,3,858.0,GasA,858,1716,1,3,8,4,Attchd,3,2.0,490.0,WD ,171000,11.0,12,6,1716,5,2.0,4
537,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,0.0,4,4,835.0,GasA,871,1812,2,4,8,0,BuiltIn,2,2.0,478.0,WD ,193000,10.0,12,7,1812,0,3.0,5
2301,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,5,1976,2003,Gable,CompShg,0.0,3,4,1090.0,GasA,1178,1178,1,3,6,0,Attchd,1,2.0,502.0,WD ,135000,9.0,11,6,1178,0,3.0,4
2854,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,7,1919,1950,Gable,CompShg,0.0,3,3,818.0,GasA,818,1636,1,4,7,4,Detchd,1,1.0,288.0,WD ,167000,7.0,15,6,1636,5,2.0,5
2649,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,0.0,3,3,576.0,GasA,864,864,1,3,5,0,Detchd,2,1.0,528.0,COD,105000,9.0,9,6,864,0,1.0,4
2776,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,183.0,4,4,1588.0,GasA,1588,1588,2,4,6,0,Attchd,2,2.0,472.0,WD ,214000,10.0,12,7,1588,0,2.0,5
2403,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,112.0,4,4,1420.0,GasA,1426,1914,2,4,9,3,BuiltIn,2,3.0,746.0,WD ,279000,11.0,13,7,1914,4,4.0,5
2355,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,6,1975,2000,Gable,CompShg,248.0,3,3,675.0,GasA,1109,1875,3,4,8,3,Attchd,2,2.0,485.0,WD ,184500,10.0,12,6,1875,4,3.0,5
1983,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,3,1948,2002,Gable,CompShg,0.0,3,3,649.0,GasA,679,1183,1,3,6,0,Detchd,1,1.0,308.0,WD ,120000,8.0,10,7,1183,0,2.0,4
547,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,0.0,4,4,816.0,GasA,833,1730,2,4,6,0,Attchd,2,2.0,528.0,WD ,171500,10.0,12,8,1730,0,3.0,5
1842,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,2006,2007,Gable,CompShg,0.0,4,4,625.0,GasA,625,1250,2,4,5,0,Detchd,2,2.0,528.0,New,164700,10.0,12,7,1250,0,3.0,5
2748,Bnk,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1989,1989,Gable,CompShg,232.0,4,4,868.0,GasA,1313,2559,2,5,9,3,Attchd,2,2.0,506.0,WD ,209000,10.0,10,7,2559,4,3.0,6
2425,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,18.0,4,4,1365.0,GasA,1548,1548,2,4,7,3,Attchd,3,2.0,388.0,WD ,225000,11.0,12,7,1548,4,3.0,5
2837,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,1910,1996,Gambrel,CompShg,0.0,3,3,658.0,GasA,658,1184,1,3,8,0,NA,0,0.0,0.0,WD ,81000,0.0,8,5,1184,0,1.0,4
2456,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,0.0,4,5,1670.0,GasA,1670,1670,2,4,6,4,Attchd,2,3.0,928.0,New,336820,11.0,13,7,1670,5,4.0,5
2114,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1988,1989,Gable,CompShg,128.0,4,4,1157.0,GasA,1180,2062,2,3,7,4,Attchd,3,2.0,454.0,WD ,277000,11.0,12,7,2062,5,4.0,4
1890,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,0.0,3,3,894.0,GasA,894,894,1,3,5,0,Detchd,1,1.0,312.0,WD ,117600,8.0,12,6,894,0,1.0,4
621,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,1950,2005,Gable,CompShg,0.0,3,3,856.0,GasA,1112,1668,1,3,6,0,Attchd,1,1.0,271.0,WD ,140000,8.0,14,7,1668,0,2.0,4
1427,Lvl,Inside,CollgCr,PosN,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,402.0,5,5,1751.0,GasA,1766,1766,2,5,8,4,Attchd,3,3.0,874.0,New,395039,12.0,14,8,1766,6,4.0,6
1728,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,0.0,4,4,768.0,GasA,768,1496,3,4,7,0,Attchd,1,2.0,572.0,New,181755,9.0,11,7,1496,0,3.0,5
2472,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,118.0,4,4,1400.0,GasA,1400,1400,2,4,6,0,Attchd,2,2.0,612.0,New,186800,10.0,12,7,1400,0,2.0,5
610,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,5,1965,1965,Gable,CompShg,0.0,3,3,744.0,GasA,825,2140,2,3,7,3,Attchd,3,2.0,549.0,WD ,177500,11.0,11,7,2140,4,3.0,4
1950,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1927,2007,Gable,CompShg,0.0,3,3,656.0,GasA,968,968,2,3,5,0,Detchd,1,1.0,216.0,WD ,64500,6.0,10,6,968,0,2.0,4
94,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2005,Gable,CompShg,0.0,4,5,1488.0,GasA,1488,1488,2,4,6,4,Attchd,3,2.0,506.0,WD ,260000,11.0,12,7,1488,5,3.0,5
1745,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,16.0,4,4,1266.0,GasA,1266,1266,2,4,6,4,Attchd,3,2.0,388.0,New,185485,11.0,12,7,1266,5,2.0,5
744,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,1931,1993,Gable,CompShg,0.0,3,3,715.0,GasA,875,875,1,3,5,0,Detchd,1,1.0,180.0,WD ,105000,7.0,12,6,875,0,2.0,4
1859,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6,1976,1994,Hip,CompShg,360.0,4,3,528.0,GasA,1094,1855,2,3,7,3,Attchd,2,2.0,512.0,WD ,187000,10.0,13,8,1855,4,3.0,4
2343,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,1984,1998,Gable,CompShg,0.0,4,4,1208.0,GasA,1621,1621,2,4,8,0,Attchd,2,2.0,440.0,WD ,202500,10.0,14,7,1621,0,3.0,5
1713,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,210.0,4,4,1614.0,GasA,1614,1614,2,4,7,0,Attchd,2,3.0,878.0,WD ,245700,11.0,12,7,1614,0,3.0,5
1816,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,2Story,6,1980,1980,Gable,CompShg,0.0,3,3,630.0,GasA,630,1266,1,3,5,3,Attchd,2,1.0,283.0,WD ,128000,9.0,11,6,1266,5,2.0,4
2390,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,178.0,4,4,1030.0,GasA,1038,2098,2,5,8,4,Attchd,2,3.0,878.0,WD ,275500,11.0,13,7,2098,5,3.0,6
364,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,344.0,4,4,978.0,GasA,1005,1983,2,4,9,3,Attchd,3,2.0,490.0,WD ,225000,11.0,12,7,1983,4,3.0,5
684,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,1959,1959,Gable,CompShg,0.0,3,4,528.0,GasA,1183,1183,1,3,6,0,Attchd,2,1.0,288.0,WD ,138000,9.0,10,6,1183,0,2.0,4
32,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,381.0,3,3,525.0,GasA,525,1092,1,3,6,0,Detchd,1,1.0,264.0,WD ,88000,8.0,11,6,1092,0,2.0,4
1698,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,CompShg,772.0,5,4,2153.0,GasA,2069,2643,2,5,9,4,BuiltIn,3,3.0,694.0,WD ,380000,12.0,14,8,2643,5,3.0,6
1129,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,292.0,4,4,1660.0,GasA,1660,1660,2,4,7,4,Attchd,3,3.0,660.0,WD ,256000,12.0,13,7,1660,5,2.0,5
165,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1951,2000,Gable,CompShg,0.0,3,3,900.0,GasA,900,900,1,4,5,0,Detchd,1,2.0,576.0,WD ,134800,9.0,12,6,900,0,2.0,5
935,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,0.0,3,4,561.0,GasA,561,1229,1,3,5,3,Attchd,3,2.0,462.0,WD ,121000,11.0,12,6,1229,4,2.0,4
1802,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,0.0,4,4,874.0,GasA,874,1761,3,4,7,0,Attchd,3,2.0,578.0,New,227875,11.0,13,7,1761,0,3.0,5
250,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,72.0,4,4,1694.0,GasA,1694,1694,2,4,7,0,Attchd,2,3.0,776.0,WD ,245350,11.0,13,7,1694,0,2.0,5
2668,Lvl,Inside,OldTown,Norm,Norm,Duplex,2Story,5,1920,1950,Hip,CompShg,0.0,3,3,624.0,GasA,624,1248,2,3,8,0,NA,0,0.0,0.0,WD ,93500,0.0,12,6,1248,0,2.0,5
236,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,0.0,3,3,458.0,GasA,835,835,1,3,5,0,Basment,1,1.0,366.0,COD,83000,7.0,10,6,835,0,1.0,4
2117,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,0.0,4,4,1580.0,GasA,1079,1953,2,4,9,2,Attchd,3,2.0,501.0,WD ,240000,11.0,11,7,1953,4,4.0,5
2029,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1901,1950,Gable,CompShg,0.0,3,3,592.0,GasA,933,1173,2,3,7,0,Detchd,1,1.0,240.0,WD ,113000,7.0,9,6,1173,0,2.0,4
636,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1998,Hip,CompShg,176.0,3,3,1215.0,GasA,1215,1215,1,3,6,0,Attchd,1,1.0,297.0,WD ,155000,8.0,13,6,1215,0,1.0,4
1155,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6,1961,1996,Hip,CompShg,0.0,3,3,912.0,GasA,912,912,1,4,5,0,Detchd,1,1.0,288.0,WD ,142000,8.0,14,7,912,0,3.0,5
739,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,2004,Gable,CompShg,0.0,4,3,884.0,GasA,904,904,1,3,4,0,Detchd,1,1.0,180.0,WD ,119000,8.0,13,7,904,0,1.0,4
1608,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,6,1940,1985,Gable,CompShg,0.0,3,4,983.0,GasA,983,1750,2,3,7,0,Attchd,1,1.0,423.0,WD ,160000,8.0,13,6,1750,0,3.0,4
1087,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2004,2004,Gable,CompShg,0.0,3,3,839.0,GasA,864,1593,2,3,8,3,Attchd,3,2.0,398.0,WD ,193000,11.0,11,6,1593,4,4.0,4
1774,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,309.0,4,5,1105.0,GasA,1105,2202,2,4,9,3,Attchd,2,2.0,517.0,WD ,263000,10.0,13,7,2202,4,4.0,5
2816,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,0.0,4,4,1310.0,GasA,1310,1310,2,4,6,4,Attchd,3,2.0,400.0,New,164990,11.0,12,7,1310,5,2.0,5
2194,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1954,1954,Hip,CompShg,0.0,3,3,948.0,GasA,948,948,1,3,5,3,Detchd,1,1.0,280.0,WD ,119000,8.0,10,6,948,4,2.0,4
523,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,238.0,4,4,1372.0,GasA,1448,1448,2,4,6,4,Attchd,2,2.0,692.0,WD ,238500,10.0,13,7,1448,5,2.0,5
2767,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WdShngl,0.0,3,4,1533.0,GasA,1533,1533,2,4,5,3,Attchd,1,2.0,576.0,WD ,280000,9.0,12,6,1533,5,3.0,5
1837,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,2006,2007,Gable,CompShg,36.0,4,4,1511.0,GasA,1565,1565,2,4,5,0,Attchd,3,2.0,476.0,New,193800,11.0,13,7,1565,0,3.0,5
2284,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,1976,1976,Gable,CompShg,0.0,3,4,1040.0,GasA,1060,1060,1,3,6,3,Attchd,1,2.0,572.0,WD ,129900,9.0,12,6,1060,4,2.0,4
1434,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,0.0,3,4,990.0,GasA,990,990,1,3,5,0,Detchd,1,2.0,672.0,WD ,145000,9.0,10,6,990,0,2.0,4
2794,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,2001,2002,Hip,CompShg,178.0,4,4,1753.0,GasA,1787,1787,2,4,7,3,Attchd,2,3.0,748.0,WD ,275000,11.0,13,7,1787,4,2.0,5
2625,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,CompShg,0.0,3,0,0.0,Wall,1040,1040,2,3,6,0,Detchd,1,2.0,400.0,WD ,81400,8.0,7,6,1040,0,2.0,5
794,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,0.0,3,4,1089.0,GasW,1089,1089,1,3,5,4,Detchd,2,1.0,252.0,WD ,125000,9.0,11,6,1089,5,2.0,4
708,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,0.0,3,2,861.0,GasA,861,861,1,3,5,0,Detchd,1,2.0,288.0,Oth,80000,9.0,10,6,861,0,1.0,4
286,Bnk,Inside,SWISU,Artery,Norm,1Fam,1Story,5,1924,1999,Gable,CompShg,203.0,3,3,1107.0,GasA,1296,1296,2,2,5,4,Detchd,1,1.0,260.0,WD ,104000,8.0,11,6,1296,5,2.0,3
62,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,1996,1996,Hip,CompShg,338.0,4,4,1720.0,GasA,1720,1720,2,4,7,3,Attchd,3,2.0,527.0,WD ,260400,11.0,12,7,1720,4,3.0,5
1647,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1981,2003,Gable,CompShg,306.0,4,4,725.0,GasA,725,1479,2,4,6,3,Attchd,2,2.0,484.0,WD ,176000,10.0,14,7,1479,4,3.0,5
2054,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,442.0,3,3,1040.0,GasA,1040,1040,1,3,6,0,Attchd,2,1.0,264.0,WD ,123000,9.0,9,6,1040,0,2.0,4
1102,Lvl,FR2,NoRidge,Norm,Norm,1Fam,2Story,9,2000,2000,Hip,CompShg,295.0,4,5,1519.0,GasA,1533,2172,2,5,8,3,BuiltIn,2,3.0,687.0,WD ,291000,11.0,14,7,2172,4,3.0,6
654,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1948,2002,Gable,CompShg,0.0,3,3,972.0,GasA,972,972,1,3,5,4,Detchd,1,1.0,240.0,WD ,132000,8.0,12,7,972,5,2.0,4
