Id,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Bsmt Qual,Heating,Central Air,1st Flr SF,Full Bath,Kitchen Qual,TotRms AbvGrd,Garage Type,Garage Finish,Garage Cars,SalePrice,Garage Total Value,Overall Total Value,Exter Total Value,Total Flr SF,Fireplace Total Value,Total Bath,Has Basement,Has Garage,Has Porch,Has Pool,Was Remodeled,Is New
2839,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,1955,1990,Hip,WdShing,Plywood,None,3,GasA,1,6.762729506931879,1,3,5,Detchd,1,2.0,115000,9.0,12,6,6.762729506931879,0,2.0,1,1,0,0,1,0
1242,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,4,GasA,1,7.087573705557973,1,3,6,Attchd,2,1.0,139000,9.0,11,6,7.087573705557973,4,2.0,1,1,1,0,0,0
2714,RL,Pave,Lvl,Sawyer,Norm,Norm,1Fam,2Story,1978,1978,Hip,HdBoard,HdBoard,BrkFace,3,GasA,1,6.511745329644728,1,3,6,Attchd,3,2.0,149500,11.0,13,6,7.244941546337007,3,2.0,1,1,0,0,0,0
799,RL,Pave,Lvl,Edwards,Artery,Norm,1Fam,2Story,1940,1950,Gable,MetalSd,MetalSd,None,3,GasA,1,6.628041376179533,1,3,7,Detchd,1,1.0,108000,5.0,9,6,7.32052696227274,4,2.0,1,1,0,0,1,0
1260,RL,Pave,Lvl,OldTown,Norm,Norm,2fmCon,2Story,1900,2000,Gable,MetalSd,MetalSd,None,0,GasA,0,6.543911845564792,2,3,7,NA,0,0.0,106250,0.0,11,6,7.166265974133638,0,2.0,0,0,1,0,1,0
2107,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2006,2006,Gable,VinylSd,VinylSd,None,4,GasA,1,7.123672785204607,2,4,5,Attchd,2,3.0,194000,11.0,12,7,7.123672785204607,0,2.0,1,1,1,0,0,1
2486,RL,Pave,Lvl,Sawyer,RRAe,Norm,1Fam,1Story,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,3,GasA,1,6.8966943316227125,1,3,6,Detchd,1,2.0,129500,9.0,9,6,6.8966943316227125,0,2.0,1,1,0,0,0,0
1911,RL,Pave,Lvl,NAmes,Norm,Norm,Duplex,1Story,1968,1968,Gable,MetalSd,MetalSd,None,3,GasA,1,7.353081920515432,2,3,8,Detchd,1,3.0,126000,10.0,10,6,7.353081920515432,0,2.0,1,1,0,0,0,0
896,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,1950,1950,Gable,MetalSd,MetalSd,None,2,GasA,1,7.221835825288449,1,3,6,Attchd,2,1.0,120000,9.0,10,6,7.221835825288449,0,2.0,1,1,1,0,0,0
272,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2004,2005,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.3031700512368,2,4,7,Attchd,2,2.0,213000,10.0,12,7,7.3031700512368,0,3.0,1,1,1,0,1,1
2521,RL,Pave,Lvl,Greens,Norm,Norm,TwnhsE,1Story,1980,1980,Gable,Wd Sdng,Wd Sdng,None,4,GasA,1,7.112327444710911,1,4,4,Attchd,3,2.0,190000,11.0,13,7,7.112327444710911,2,2.0,1,1,1,0,0,0
2324,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,1993,1994,Gable,HdBoard,HdBoard,BrkFace,4,GasA,1,7.064759027791802,2,3,6,Attchd,3,2.0,183500,11.0,12,6,7.064759027791802,3,3.0,1,1,1,0,1,0
1953,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,1963,1999,Gable,Plywood,Plywood,BrkFace,3,GasA,1,6.943122422819428,2,3,6,BuiltIn,1,1.0,172000,8.0,12,6,7.409741954080923,6,3.0,1,1,1,0,1,0
887,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,1938,1958,Gable,MetalSd,MetalSd,None,3,GasA,1,6.705639094860003,1,3,3,Detchd,1,1.0,100000,6.0,10,6,6.705639094860003,4,2.0,1,1,0,0,1,0
1479,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2007,2007,Gable,VinylSd,VinylSd,Stone,4,GasA,1,7.355641102974253,2,4,6,Attchd,2,3.0,218836,11.0,13,7,7.355641102974253,0,2.0,1,1,1,0,0,1
1317,RM,Pave,Lvl,OldTown,Norm,Norm,2fmCon,1.5Fin,1905,2000,Gable,Wd Sdng,Wd Sdng,None,2,GasA,0,7.108244139731541,2,3,7,Detchd,1,2.0,163000,10.0,13,6,7.556427969440253,3,2.0,1,1,1,0,1,0
1750,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,2006,2006,Gable,VinylSd,VinylSd,None,4,GasA,1,7.330405211844402,2,4,6,Attchd,2,2.0,206580,10.0,12,7,7.330405211844402,4,3.0,1,1,1,0,0,1
2815,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,2005,2006,Gable,VinylSd,VinylSd,None,4,GasA,1,6.591673732008658,2,4,8,Attchd,3,2.0,163990,11.0,11,7,7.284134806195205,4,3.0,1,1,1,0,1,1
2692,RM,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,1910,2004,Gable,AsbShng,Plywood,None,2,GasA,1,6.501289670540389,1,3,7,Detchd,1,1.0,116500,8.0,13,6,7.193685818395112,0,1.0,1,1,1,0,1,0
1090,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,2002,2003,Gable,VinylSd,VinylSd,None,4,GasA,1,6.734591659972948,2,4,7,BuiltIn,3,2.0,188000,11.0,12,7,7.450660796211539,4,3.0,1,1,1,0,1,1
1912,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,SFoyer,1966,1966,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,7.155396301896734,2,3,6,Basment,3,2.0,175000,11.0,11,6,7.155396301896734,3,3.0,1,1,1,0,0,0
1634,RL,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,1988,1988,Gable,CemntBd,CmentBd,None,4,GasA,1,7.07326971745971,2,3,5,Attchd,2,2.0,182000,10.0,13,7,7.07326971745971,0,3.0,1,1,1,0,0,0
1974,RM,Pave,Bnk,OldTown,Artery,Norm,1Fam,1Story,1926,1980,Gable,MetalSd,MetalSd,None,3,GasA,1,6.8679744089702925,1,3,5,Detchd,2,2.0,103000,10.0,12,8,6.8679744089702925,0,1.0,1,1,1,0,1,0
1764,RL,Pave,Lvl,NoRidge,Norm,Norm,1Fam,1Story,2001,2002,Hip,VinylSd,VinylSd,BrkFace,5,GasA,1,7.876258882303226,2,5,8,Attchd,2,3.0,466500,11.0,15,8,7.876258882303226,8,4.0,1,1,1,0,1,1
634,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1959,1998,Hip,MetalSd,MetalSd,None,3,GasA,1,6.8966943316227125,2,4,6,Attchd,1,1.0,149500,8.0,14,7,6.8966943316227125,0,3.0,1,1,0,0,1,0
1683,RL,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,1Story,1978,1978,Gable,Plywood,Brk Cmn,None,4,GasA,1,6.962243464266207,2,3,4,Attchd,1,1.0,142500,8.0,14,6,6.962243464266207,0,2.0,1,1,1,0,0,0
2199,RL,Pave,Lvl,Crawfor,Norm,Norm,1Fam,1Story,1926,1950,Hip,Stucco,Plywood,None,3,GasA,1,7.260522598089852,1,3,6,Detchd,1,1.0,136500,8.0,10,6,7.260522598089852,0,1.0,1,1,1,0,1,0
2789,RH,Pave,Lvl,Landmrk,Norm,Norm,Twnhs,2Story,1993,1994,Gable,VinylSd,VinylSd,None,4,GasA,1,6.447305862541213,2,3,5,Detchd,1,2.0,137000,9.0,11,6,7.186144304522325,0,3.0,1,1,1,0,1,0
1018,RL,Pave,Lvl,NWAmes,Norm,Norm,1Fam,1Story,1988,1988,Gable,Plywood,Wd Sdng,BrkFace,4,GasA,1,7.4318919168078,2,5,6,Attchd,2,2.0,226500,10.0,13,7,7.4318919168078,5,3.0,1,1,1,0,0,0
14,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,1990,1990,Gable,HdBoard,HdBoard,None,4,GasA,1,7.201916317531627,1,4,5,Attchd,1,2.0,171500,9.0,12,6,7.201916317531627,1,3.0,1,1,0,0,0,0
2782,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,SLvl,1976,1976,Gable,MetalSd,MetalSd,None,3,GasA,1,6.86171134048073,1,3,6,Detchd,1,2.0,132500,9.0,10,6,6.86171134048073,0,1.0,1,1,0,0,0,0
2626,RL,Pave,Lvl,NAmes,Norm,Norm,Duplex,1Story,1949,1950,Gable,Stucco,Stucco,BrkFace,0,Wall,0,6.947937068614969,2,3,6,Detchd,1,2.0,87500,9.0,7,6,6.947937068614969,0,2.0,0,1,0,0,1,0
1175,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,2001,2001,Gable,VinylSd,VinylSd,BrkFace,3,GasA,1,6.771935555839602,2,3,7,Attchd,3,2.0,223000,11.0,12,6,7.489970898834801,3,4.0,1,1,0,0,0,1
1232,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1962,2005,Gable,Wd Sdng,Wd Sdng,BrkFace,3,GasA,1,7.338238150065589,1,4,7,Attchd,2,2.0,174000,10.0,15,8,7.338238150065589,4,3.0,1,1,1,0,1,0
2590,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1951,1991,Hip,MetalSd,MetalSd,None,3,GasA,1,6.785587645007929,1,3,4,Attchd,3,1.0,142000,10.0,11,6,6.785587645007929,0,2.0,1,1,1,0,1,0
2463,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,2006,2006,Gable,VinylSd,VinylSd,None,4,GasA,1,7.306531398939505,2,4,7,Attchd,2,2.0,232600,10.0,13,7,7.306531398939505,4,2.0,1,1,1,0,0,1
2358,RL,Pave,Lvl,NWAmes,Norm,Norm,1Fam,1Story,1974,1999,Hip,HdBoard,HdBoard,BrkFace,3,GasA,1,7.177782416195197,1,4,5,Attchd,2,2.0,181000,10.0,12,6,7.177782416195197,2,3.0,1,1,0,1,1,0
2911,RM,Pave,Lvl,MeadowV,Norm,Norm,TwnhsE,2Story,1973,1973,Gable,CemntBd,CmentBd,None,4,GasA,1,7.163946684342547,2,3,10,Attchd,3,2.0,151400,11.0,10,6,7.8328075165248645,4,4.0,1,1,1,0,0,0
1699,RL,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,2006,2006,Gable,VinylSd,VinylSd,Stone,4,GasA,1,7.399398083331354,2,4,7,Attchd,2,3.0,250000,11.0,13,7,7.399398083331354,4,2.0,1,1,1,0,0,1
115,RL,Pave,Lvl,NWAmes,Norm,Norm,1Fam,2Story,1988,1988,Gable,HdBoard,HdBoard,BrkFace,4,GasA,1,6.8885724595653635,2,3,7,Attchd,1,2.0,196500,9.0,12,6,7.44716835960004,3,3.0,1,1,1,0,0,0
1998,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,2.5Unf,1879,1987,Gable,Wd Sdng,Wd Sdng,None,3,GasA,1,7.180069874302796,2,3,8,Attchd,1,2.0,185000,9.0,15,7,7.805882040228621,4,2.0,1,1,1,0,1,0
589,RL,Pave,Lvl,NWAmes,Feedr,Norm,1Fam,1Story,1969,1969,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,7.104144092987527,1,3,5,Attchd,1,1.0,113000,8.0,11,6,7.104144092987527,0,2.0,1,1,0,0,0,0
1641,RL,Pave,HLS,StoneBr,Norm,Norm,1Fam,1Story,2007,2007,Gable,MetalSd,MetalSd,BrkFace,4,GasA,1,7.258412150595307,2,4,7,Attchd,2,2.0,392000,10.0,14,7,7.258412150595307,4,3.0,1,1,0,0,0,1
2821,RL,Pave,Lvl,Edwards,Norm,Norm,Duplex,SFoyer,1975,1975,Flat,WdShing,Plywood,BrkFace,4,GasA,1,6.8885724595653635,2,3,4,NA,0,0.0,127500,0.0,11,6,6.8885724595653635,0,4.0,1,0,0,0,0,0
1846,FV,Pave,Lvl,Somerst,Norm,Norm,Twnhs,2Story,2000,2000,Gable,MetalSd,MetalSd,BrkFace,4,GasA,1,6.646390514847729,2,4,4,Detchd,1,2.0,177000,9.0,11,7,7.3613754289773485,0,3.0,1,1,1,0,0,0
1805,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,2004,2004,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.055312843339752,2,4,9,BuiltIn,2,3.0,265000,11.0,11,7,7.8013913202914855,4,3.0,1,1,1,0,0,1
1853,FV,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,1998,1998,Gable,VinylSd,VinylSd,None,5,GasA,1,7.107425474110705,2,4,8,Attchd,2,2.0,312500,11.0,13,8,7.767687277186908,6,4.0,1,1,1,0,0,0
564,RL,Pave,Low,Veenker,Norm,Norm,1Fam,1Story,1980,1980,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.608374474380783,2,4,6,Attchd,2,3.0,275000,11.0,16,8,7.608374474380783,8,3.0,1,1,1,0,0,0
1771,RL,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,1995,1995,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.102499355774649,2,4,9,Attchd,2,3.0,290000,11.0,12,7,7.83241092718792,3,3.0,1,1,1,0,0,0
90,RL,Pave,Lvl,Sawyer,RRNe,Norm,1Fam,1Story,1974,2002,Hip,Plywood,Plywood,BrkCmn,3,GasA,1,7.3098814858247865,2,3,7,Attchd,3,2.0,169000,11.0,12,7,7.3098814858247865,4,3.0,1,1,1,0,1,0
2684,RM,Pave,Lvl,BrkSide,Norm,Norm,1Fam,1Story,1921,1950,Gable,Wd Sdng,Wd Shng,None,3,GasA,1,6.424869023905388,1,3,4,Detchd,1,1.0,89000,8.0,12,6,6.424869023905388,0,1.0,1,1,1,0,1,0
13,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,1998,1998,Gable,VinylSd,VinylSd,None,4,GasA,1,6.672032945461067,2,3,7,Attchd,3,2.0,180400,11.0,11,6,7.290292882446597,4,3.0,1,1,1,0,0,0
445,RL,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,2003,2004,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.396335293800808,2,4,7,Attchd,2,3.0,284000,11.0,13,7,7.396335293800808,4,3.0,1,1,0,0,1,1
1914,RL,Pave,Lvl,NAmes,Feedr,Norm,1Fam,1Story,1958,1958,Gable,Wd Sdng,Wd Sdng,None,3,GasA,1,6.816735880594968,1,3,5,Attchd,2,1.0,114500,9.0,10,6,6.816735880594968,0,1.0,1,1,0,0,0,0
2811,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2005,2006,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.347943823148687,2,4,7,Attchd,2,3.0,212900,11.0,12,7,7.347943823148687,0,2.0,1,1,1,0,1,1
850,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2001,2002,Gable,VinylSd,VinylSd,None,4,GasA,1,7.266128779556451,2,4,6,Attchd,2,2.0,187100,10.0,12,7,7.266128779556451,0,2.0,1,1,1,0,1,1
1844,FV,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,1999,1999,Gable,MetalSd,MetalSd,BrkFace,4,GasA,1,6.593044534142437,2,3,5,Detchd,1,2.0,176000,9.0,11,6,7.285506548522785,2,3.0,1,1,1,0,0,0
2225,RL,Pave,Lvl,Crawfor,Norm,Norm,1Fam,1Story,1968,1968,Hip,HdBoard,BrkFace,None,4,GasA,1,7.305860032684009,2,3,7,Attchd,2,2.0,215000,10.0,12,6,7.305860032684009,8,3.0,1,1,1,0,0,0
1477,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,2004,2004,Gable,VinylSd,VinylSd,None,4,GasA,1,6.647688373563329,2,4,6,Attchd,2,2.0,185900,10.0,12,7,7.367077059881012,0,3.0,1,1,1,0,0,1
399,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,Gable,HdBoard,Plywood,None,3,GasA,1,6.762729506931879,1,4,5,Detchd,1,2.0,120500,9.0,10,6,6.762729506931879,0,1.0,1,1,0,0,0,0
2431,RL,Pave,Lvl,Gilbert,RRAn,Norm,1Fam,2Story,2005,2005,Gable,VinylSd,VinylSd,None,4,GasA,1,6.5998704992128365,2,3,7,BuiltIn,3,2.0,192140,11.0,10,7,7.516977224604321,4,3.0,1,1,1,0,0,1
1605,RL,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,1982,2008,Gable,VinylSd,VinylSd,None,3,GasA,1,6.705639094860003,1,4,5,Attchd,1,1.0,130500,8.0,14,8,6.705639094860003,5,2.0,1,1,0,0,1,0
897,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,1945,1950,Gable,WdShing,Wd Shng,None,0,Wall,0,6.9930151229329605,2,3,9,Detchd,1,1.0,98000,8.0,7,6,7.333023014386481,0,2.0,0,1,1,0,1,0
1426,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2008,2008,Hip,VinylSd,VinylSd,Stone,4,GasA,1,7.7306140660637395,2,5,7,Attchd,2,3.0,475000,12.0,14,7,7.7306140660637395,8,3.0,1,1,1,0,0,1
2240,RM,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,1920,1950,Gable,MetalSd,MetalSd,None,2,GasA,1,6.982862751468942,1,3,6,Detchd,1,1.0,67000,4.0,7,5,6.982862751468942,0,1.0,1,1,0,0,1,0
1706,RL,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,2007,2007,Gable,VinylSd,VinylSd,Stone,5,GasA,1,7.384610383176974,1,5,8,Attchd,3,3.0,325624,12.0,13,7,7.6787889981991535,4,3.0,1,1,1,0,0,1
2252,RL,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,2002,2002,Gable,VinylSd,VinylSd,None,4,GasA,1,7.251344983372214,1,4,4,Attchd,2,2.0,245000,10.0,12,7,7.251344983372214,4,3.0,1,1,1,0,0,1
1136,RL,Pave,Lvl,SawyerW,RRAe,Norm,1Fam,1Story,2004,2004,Gable,VinylSd,VinylSd,None,3,GasA,1,7.016609683894219,1,4,6,Detchd,1,2.0,159000,9.0,10,6,7.016609683894219,0,3.0,1,1,1,0,0,1
1877,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1965,1965,Hip,MetalSd,MetalSd,BrkFace,3,GasA,1,6.97914527506881,1,3,6,Attchd,2,2.0,156000,10.0,12,6,6.97914527506881,0,3.0,1,1,0,0,0,0
1182,RL,Pave,Lvl,Veenker,Norm,Norm,1Fam,1Story,1984,1984,Gable,Plywood,Plywood,None,4,GasA,1,7.117205503164344,2,3,6,Attchd,1,2.0,162500,9.0,12,6,7.117205503164344,0,2.0,1,1,0,0,0,0
2750,RL,Pave,Lvl,SawyerW,Norm,Norm,Duplex,SFoyer,1993,1993,Gable,HdBoard,HdBoard,None,4,GasA,1,7.273092595999522,2,4,8,Attchd,1,4.0,224500,11.0,14,8,7.273092595999522,0,4.0,1,1,0,0,0,0
1016,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,1950,1950,Hip,AsbShng,AsbShng,BrkFace,3,GasA,1,7.305860032684009,2,3,6,Attchd,2,2.0,133000,10.0,11,6,7.305860032684009,3,3.0,1,1,1,0,0,0
2436,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,2003,2003,Gable,VinylSd,VinylSd,None,4,GasA,1,6.694562058521095,2,4,8,Attchd,3,2.0,180000,11.0,12,7,7.31986492980897,4,3.0,1,1,1,0,0,1
1607,RL,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,1982,2005,Gable,HdBoard,Plywood,None,3,GasA,1,6.740519359606223,1,4,6,Attchd,1,1.0,134500,8.0,11,6,6.740519359606223,0,1.0,1,1,0,0,1,0
2337,RL,Pave,HLS,StoneBr,Norm,Norm,1Fam,2Story,2006,2006,Hip,VinylSd,VinylSd,BrkFace,5,GasA,1,7.2633296174768365,3,4,10,BuiltIn,3,3.0,438780,12.0,15,8,7.988203597022576,4,4.0,1,1,1,0,0,1
1233,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,1962,1962,Gable,Plywood,Plywood,BrkFace,4,GasA,1,7.266827347520591,1,3,6,Basment,2,1.0,165000,9.0,11,6,7.266827347520591,4,2.0,1,1,1,0,0,0
419,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1967,1967,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,6.794586580876499,1,3,5,Attchd,2,1.0,100000,9.0,10,6,6.794586580876499,0,1.0,1,1,0,0,0,0
633,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1960,1960,Gable,Plywood,Plywood,BrkFace,3,GasA,1,7.1929342212158,1,3,5,Attchd,1,2.0,176000,9.0,13,6,7.1929342212158,8,2.0,1,1,1,0,0,0
2722,RL,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,1955,1974,Hip,Wd Sdng,Plywood,None,3,GasA,1,7.484368643286131,1,3,6,Attchd,1,2.0,170000,9.0,9,6,7.484368643286131,4,3.0,1,1,1,0,1,0
469,RL,Pave,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,2007,2007,Hip,VinylSd,VinylSd,BrkFace,4,GasA,1,7.349873704738337,2,4,7,Attchd,3,3.0,174000,12.0,12,7,7.349873704738337,3,2.0,1,1,1,0,0,1
1365,RM,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1925,1950,Gable,Stucco,Stucco,None,3,GasA,1,6.670766320845874,2,3,6,Detchd,1,1.0,127000,8.0,12,6,7.1204443723924875,4,3.0,1,1,0,0,1,0
1098,RL,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,1999,1999,Gable,VinylSd,VinylSd,None,4,GasA,1,6.773080375655535,2,3,7,BuiltIn,3,2.0,185900,11.0,12,6,7.409741954080923,3,3.0,1,1,1,0,0,0
711,RM,Pave,Lvl,OldTown,Artery,Norm,1Fam,1Story,1938,1996,Gable,MetalSd,MetalSd,None,2,GasA,1,6.787844982309579,1,3,4,Attchd,1,1.0,91300,8.0,13,6,6.787844982309579,0,1.0,1,1,1,0,1,0
2808,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2003,2003,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.438971592395862,2,4,7,Attchd,2,2.0,200000,10.0,11,7,7.438971592395862,0,3.0,1,1,1,0,0,1
1959,RL,Pave,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,3,GasA,1,7.063903961472068,2,3,7,Attchd,1,1.0,143000,8.0,12,6,7.52131798019924,4,2.0,1,1,0,0,1,0
2720,RL,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1.5Fin,1958,1958,Gable,MetalSd,MetalSd,None,3,GasA,1,7.133295954896068,2,4,8,Attchd,1,2.0,172500,9.0,10,8,7.560601162768557,4,3.0,1,1,0,0,0,0
2170,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,1963,1963,Gable,VinylSd,VinylSd,Stone,3,GasA,1,6.9930151229329605,1,3,4,Detchd,1,2.0,110000,9.0,10,7,6.9930151229329605,0,1.0,1,1,0,0,0,0
603,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1957,1957,Gable,Wd Sdng,Wd Sdng,BrkFace,3,GasA,1,7.217443431696533,1,3,6,Attchd,2,3.0,140000,11.0,9,6,7.217443431696533,4,2.0,1,1,1,0,0,0
2113,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2006,2006,Gable,VinylSd,VinylSd,None,4,GasA,1,7.181591944611865,2,4,6,Attchd,2,2.0,176432,10.0,11,7,7.181591944611865,4,2.0,1,1,1,0,0,1
1146,RL,Pave,Lvl,SawyerW,Norm,Norm,1Fam,1Story,1991,1991,Gable,HdBoard,HdBoard,BrkFace,4,GasA,1,7.166265974133638,2,4,6,Attchd,2,2.0,179200,10.0,11,6,7.166265974133638,0,3.0,1,1,1,0,0,0
2105,RL,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,2005,2007,Gable,VinylSd,VinylSd,BrkFace,4,GasA,1,7.150701457592526,2,4,6,Attchd,2,2.0,203000,10.0,12,7,7.150701457592526,0,3.0,1,1,1,0,1,1
1786,RL,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,2007,2007,Hip,VinylSd,VinylSd,Stone,4,GasA,1,7.432483807917119,2,4,7,Attchd,2,3.0,248328,11.0,13,7,7.432483807917119,0,2.0,1,1,1,0,0,1
961,RL,Pave,HLS,Timber,Norm,Norm,1Fam,1Story,2008,2008,Gable,CemntBd,CmentBd,BrkFace,5,GasA,1,7.403670290012373,2,5,7,Attchd,3,3.0,316500,12.0,14,8,7.403670290012373,0,3.0,1,1,1,0,0,1
1405,RL,Pave,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,1948,1950,Gable,BrkFace,Plywood,None,3,GasA,1,6.42648845745769,1,3,5,Attchd,1,1.0,125600,8.0,12,6,6.984716320118266,4,1.0,1,1,0,0,1,0
1324,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,1959,1959,Gable,MetalSd,MetalSd,BrkFace,3,GasA,1,6.892641641172089,1,2,5,Detchd,1,1.0,110000,8.0,11,6,6.892641641172089,0,2.0,1,1,0,0,0,0
1986,RM,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,1920,1950,Hip,MetalSd,MetalSd,None,3,GasA,1,6.8679744089702925,1,2,5,Detchd,1,1.0,108500,8.0,8,6,6.8679744089702925,0,1.0,1,1,1,0,1,0
307,C (all),Grvl,Bnk,IDOTRR,Norm,Norm,1Fam,1Story,1952,1952,Hip,Wd Sdng,Wd Sdng,None,3,GasA,0,6.951772164398911,1,2,4,Basment,1,2.0,55993,9.0,10,5,6.951772164398911,0,1.0,1,1,0,0,0,0
180,RM,Pave,Lvl,OldTown,Artery,Norm,1Fam,1.5Fin,1948,2009,Gable,VinylSd,VinylSd,None,3,GasA,1,6.93537044601511,1,4,7,Detchd,1,1.0,129000,8.0,12,7,7.3987862754199485,4,1.0,1,1,1,0,1,0
2896,RL,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,1987,1987,Gable,HdBoard,HdBoard,BrkFace,4,GasA,1,7.037027614686276,2,4,5,Attchd,1,2.0,176000,9.0,12,6,7.037027614686276,3,3.0,1,1,0,0,0,0
668,RL,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,1963,1963,Gable,HdBoard,HdBoard,BrkFace,3,GasA,1,7.2305631534092925,1,3,6,Attchd,1,1.0,154000,8.0,13,6,7.2305631534092925,0,2.0,1,1,1,0,0,0
1582,RL,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,1986,1986,Gable,Plywood,HdBoard,BrkFace,4,GasA,1,7.136483208590247,2,4,6,Attchd,1,2.0,180000,9.0,11,8,7.136483208590247,2,2.0,1,1,0,0,0,0
2285,RM,Pave,Lvl,MeadowV,Norm,Norm,TwnhsE,1Story,1976,1976,Gable,CemntBd,CmentBd,None,4,GasA,1,7.04141166379481,1,3,6,Attchd,3,2.0,134000,11.0,10,6,7.04141166379481,1,3.0,1,1,1,0,0,0
