MS Zoning,Street,Alley,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Sale Type,SalePrice
RL,Pave,NA,NAmes,Norm,1Fam,1Story,4,1970,1970,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,250.0,864.0,GasA,TA,Y,SBrkr,864,0,864,1,3,Gd,5,Typ,0,NA,Detchd,Unf,2.0,660.0,TA,TA,Y,96,0,WD ,120500
RL,Pave,NA,Gilbert,RRAn,1Fam,2Story,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,732.0,732.0,GasA,Ex,Y,SBrkr,734,1104,1838,2,4,TA,7,Typ,1,Gd,BuiltIn,Fin,2.0,372.0,TA,TA,Y,100,40,WD ,192140
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,5,1982,2008,Gable,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641.0,175.0,816.0,GasA,Ex,Y,SBrkr,816,0,816,1,3,Gd,5,Typ,1,Ex,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,130500
RL,Pave,NA,Edwards,Norm,1Fam,1.5Fin,4,1945,1950,Gable,WdShing,Wd Shng,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,0.0,Wall,TA,N,FuseF,1088,441,1529,2,4,TA,9,Mod,0,NA,Detchd,Unf,1.0,240.0,TA,TA,N,92,0,WD ,98000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,9,2008,2008,Hip,VinylSd,VinylSd,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085.0,186.0,2271.0,GasA,Ex,Y,SBrkr,2276,0,2276,2,3,Ex,7,Typ,2,Gd,Attchd,RFn,3.0,1348.0,Gd,TA,Y,0,0,WD ,475000
RM,Pave,NA,IDOTRR,Norm,1Fam,1Story,5,1920,1950,Gable,MetalSd,MetalSd,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,961.0,961.0,GasA,Gd,Y,Mix,1077,0,1077,1,2,TA,6,Maj2,0,NA,Detchd,Unf,1.0,338.0,Po,Po,N,0,0,WD ,67000
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,8,2007,2007,Gable,VinylSd,VinylSd,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,294.0,1582.0,GasA,Ex,Y,SBrkr,1610,551,2161,1,3,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,789.0,TA,TA,Y,178,120,New,325624
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,7,2002,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1392.0,17.0,1409.0,GasA,Ex,Y,SBrkr,1409,0,1409,1,1,Gd,4,Typ,1,Gd,Attchd,RFn,2.0,576.0,TA,TA,Y,0,144,WD ,245000
RL,Pave,NA,SawyerW,RRAe,1Fam,1Story,5,2004,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,468.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,1114,1,3,Gd,6,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,102,WD ,159000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1965,1965,Hip,MetalSd,MetalSd,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836.0,237.0,1073.0,GasA,TA,Y,SBrkr,1073,0,1073,1,3,TA,6,Typ,0,NA,Attchd,RFn,2.0,515.0,TA,TA,Y,0,0,WD ,156000
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,10,2008,2008,Hip,VinylSd,VinylSd,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,2402,2,2,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,672.0,TA,TA,Y,0,72,WD ,555000
RL,Pave,NA,Veenker,Norm,1Fam,1Story,6,1984,1984,Gable,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,No,BLQ,660.0,572.0,1232.0,GasA,TA,Y,SBrkr,1232,0,1232,2,3,TA,6,Typ,0,NA,Attchd,Unf,2.0,516.0,TA,TA,Y,0,0,WD ,162500
RL,Pave,NA,SawyerW,Norm,Duplex,SFoyer,6,1993,1993,Gable,HdBoard,HdBoard,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,0.0,1344.0,GasA,Gd,Y,SBrkr,1440,0,1440,2,2,Gd,8,Typ,0,NA,Attchd,Unf,4.0,920.0,TA,TA,Y,288,0,WD ,224500
RL,Pave,NA,Gilbert,Norm,1Fam,1Story,6,1950,1950,Hip,AsbShng,AsbShng,44.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1488.0,1488.0,GasA,Gd,Y,SBrkr,1488,0,1488,2,3,TA,6,Typ,1,TA,Attchd,RFn,2.0,738.0,TA,TA,Y,0,0,WD ,133000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,7,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,783.0,783.0,GasA,Ex,Y,SBrkr,807,702,1509,2,3,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,0,75,WD ,180000
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,5,1982,2005,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,638.0,207.0,845.0,GasA,Gd,Y,SBrkr,845,0,845,1,3,Gd,6,Typ,0,NA,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,134500
RL,Pave,NA,StoneBr,Norm,1Fam,2Story,10,2006,2006,Hip,VinylSd,VinylSd,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,2945,3,3,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,641.0,TA,TA,Y,192,0,New,438780
RL,Pave,NA,NAmes,Norm,1Fam,SLvl,6,1962,1962,Gable,Plywood,Plywood,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,728.0,1099.0,GasA,Gd,Y,SBrkr,1431,0,1431,1,3,TA,6,Typ,1,Gd,Basment,RFn,1.0,296.0,TA,TA,Y,64,110,WD ,165000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1967,1967,Gable,HdBoard,HdBoard,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432.0,460.0,892.0,GasA,TA,Y,SBrkr,892,0,892,1,3,TA,5,Typ,0,NA,Attchd,RFn,1.0,288.0,TA,TA,Y,0,0,WD ,100000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,7,1960,1960,Gable,Plywood,Plywood,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,1329,1,3,TA,5,Typ,2,Gd,Attchd,Unf,2.0,441.0,TA,TA,Y,0,0,WD ,176000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1955,1974,Hip,Wd Sdng,Plywood,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,372.0,1763.0,GasA,TA,Y,SBrkr,1779,0,1779,1,3,TA,6,Typ,1,Gd,Attchd,Unf,2.0,454.0,TA,TA,Y,0,418,WD ,170000
RL,Pave,NA,Blmngtn,Norm,TwnhsE,1Story,7,2007,2007,Hip,VinylSd,VinylSd,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1373.0,1373.0,GasA,Ex,Y,SBrkr,1555,0,1555,2,2,Gd,7,Typ,1,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,143,20,WD ,174000
RM,Pave,NA,IDOTRR,Norm,1Fam,1.5Fin,6,1925,1950,Gable,Stucco,Stucco,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,647.0,768.0,GasA,TA,Y,SBrkr,788,448,1236,2,3,TA,6,Typ,1,Gd,Detchd,Unf,1.0,384.0,TA,TA,Y,0,0,WD ,127000
RL,Pave,NA,Gilbert,Norm,1Fam,2Story,7,1999,1999,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,873,778,1651,2,3,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,450.0,TA,TA,Y,0,103,WD ,185900
RM,Pave,NA,OldTown,Artery,1Fam,1Story,5,1938,1996,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,190.0,190.0,GasA,Gd,Y,FuseA,886,0,886,1,2,TA,4,Typ,0,NA,Attchd,Unf,1.0,273.0,TA,TA,Y,144,20,WD ,91300
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,6,2003,2003,Gable,VinylSd,VinylSd,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,1700,2,3,Gd,7,Typ,0,NA,Attchd,RFn,2.0,544.0,TA,TA,Y,192,23,WD ,200000
RL,Pave,NA,NAmes,Artery,1Fam,1.5Fin,6,1949,1950,Gable,Wd Sdng,Wd Sdng,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168,678,1846,2,3,TA,7,Typ,1,Gd,Attchd,Unf,1.0,315.0,TA,TA,Y,0,0,WD ,143000
RL,Pave,NA,Sawyer,Norm,1Fam,1.5Fin,5,1958,1958,Gable,MetalSd,MetalSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57.0,554.0,1052.0,GasA,Ex,Y,SBrkr,1252,668,1920,2,4,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,451.0,TA,TA,Y,0,0,WD ,172500
RL,Pave,NA,Edwards,Norm,1Fam,1Story,4,1963,1963,Gable,VinylSd,VinylSd,20.0,TA,Gd,CBlock,TA,TA,No,BLQ,132.0,115.0,1088.0,GasA,TA,Y,SBrkr,1088,0,1088,1,2,TA,4,Typ,0,NA,Detchd,Unf,2.0,520.0,TA,TA,P,0,0,COD,110000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,4,1957,1957,Gable,Wd Sdng,Wd Sdng,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,1362,1,3,TA,6,Typ,1,Gd,Attchd,RFn,3.0,768.0,TA,TA,Y,0,0,WD ,140000
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,6,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,1290.0,1314.0,GasA,Gd,Y,SBrkr,1314,0,1314,2,3,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,440.0,TA,TA,Y,0,22,WD ,176432
RL,Pave,NA,SawyerW,Norm,1Fam,1Story,6,1991,1991,Gable,HdBoard,HdBoard,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200.0,78.0,1278.0,GasA,Gd,Y,SBrkr,1294,0,1294,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,496.0,TA,TA,Y,112,51,WD ,179200
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,7,2005,2007,Gable,VinylSd,VinylSd,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925.0,349.0,1274.0,GasA,Ex,Y,SBrkr,1274,0,1274,2,3,Gd,6,Typ,0,NA,Attchd,RFn,2.0,508.0,TA,TA,Y,264,98,New,203000
RL,Pave,NA,Somerst,Norm,1Fam,1Story,7,2007,2007,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,0,1689,2,3,Gd,7,Typ,0,NA,Attchd,RFn,3.0,954.0,TA,TA,Y,0,56,New,248328
RL,Pave,NA,Timber,Norm,1Fam,1Story,9,2008,2008,Gable,CemntBd,CmentBd,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115.0,526.0,1641.0,GasA,Ex,Y,SBrkr,1641,0,1641,2,3,Ex,7,Typ,0,NA,Attchd,Fin,3.0,885.0,TA,TA,Y,0,95,WD ,316500
RL,Pave,NA,Edwards,Norm,1Fam,1.5Fin,7,1948,1950,Gable,BrkFace,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,570.0,570.0,GasA,TA,Y,SBrkr,617,462,1079,1,2,TA,5,Typ,1,Gd,Attchd,Unf,1.0,249.0,TA,TA,Y,135,0,WD ,125600
RM,Pave,NA,OldTown,Norm,1Fam,1Story,5,1959,1959,Gable,MetalSd,MetalSd,164.0,TA,TA,CBlock,TA,TA,No,Rec,200.0,784.0,984.0,GasA,Gd,Y,SBrkr,984,0,984,1,2,Fa,5,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,N,0,0,WD ,110000
RM,Pave,NA,OldTown,Norm,1Fam,1Story,4,1920,1950,Hip,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,250.0,710.0,960.0,GasA,Gd,Y,FuseA,960,0,960,1,2,Fa,5,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,WD ,108500
C (all),Grvl,NA,IDOTRR,Norm,1Fam,1Story,5,1952,1952,Hip,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,540.0,540.0,GasA,TA,N,FuseA,1044,0,1044,1,2,Fa,4,Typ,0,NA,Basment,Unf,2.0,504.0,TA,TA,N,0,0,WD ,55993
RM,Pave,NA,OldTown,Artery,1Fam,1.5Fin,5,1948,2009,Gable,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,247.0,1027.0,GasA,Ex,Y,SBrkr,1027,606,1633,1,3,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,100,WD ,129000
RL,Pave,NA,Timber,Norm,1Fam,1Story,6,1987,1987,Gable,HdBoard,HdBoard,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980.0,92.0,1112.0,GasA,Gd,Y,SBrkr,1137,0,1137,2,2,Gd,5,Typ,1,TA,Attchd,Unf,2.0,551.0,TA,TA,Y,125,0,WD ,176000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,6,1963,1963,Gable,HdBoard,HdBoard,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,996.0,1380.0,GasA,Fa,Y,SBrkr,1380,0,1380,1,3,TA,6,Typ,0,NA,Attchd,Unf,1.0,364.0,TA,TA,Y,0,0,WD ,154000
RL,Pave,NA,Timber,Norm,1Fam,1Story,6,1986,1986,Gable,Plywood,HdBoard,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,276.0,1256.0,GasA,Ex,Y,SBrkr,1256,0,1256,2,3,Gd,6,Typ,1,Fa,Attchd,Unf,2.0,578.0,TA,TA,Y,282,0,WD ,180000
RM,Pave,NA,MeadowV,Norm,TwnhsE,1Story,5,1976,1976,Gable,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,268.0,1142.0,GasA,TA,Y,SBrkr,1142,0,1142,1,3,TA,6,Typ,1,Po,Attchd,Fin,2.0,528.0,TA,TA,Y,536,90,WD ,134000
RL,Pave,NA,Edwards,Norm,1Fam,1Story,6,1950,2001,Gable,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,725.0,1202.0,GasA,TA,Y,SBrkr,2158,0,2158,2,4,Gd,7,Typ,1,Gd,Attchd,Unf,2.0,576.0,TA,TA,Y,0,29,WD ,243000
RL,Pave,NA,Timber,Norm,1Fam,1Story,8,2002,2003,Hip,VinylSd,VinylSd,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,316.0,1616.0,GasA,Ex,Y,SBrkr,1629,0,1629,2,3,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,808.0,TA,TA,Y,0,252,WD ,270000
RL,Pave,NA,Mitchel,Norm,1Fam,1Story,6,1983,1983,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336.0,748.0,1084.0,GasA,TA,Y,SBrkr,1080,0,1080,1,3,TA,5,Typ,0,NA,Attchd,Unf,2.0,484.0,TA,TA,Y,120,0,WD ,134000
RL,Pave,NA,NoRidge,Norm,1Fam,2Story,7,1993,1993,Gable,HdBoard,HdBoard,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987.0,360.0,1347.0,GasA,Ex,Y,SBrkr,1372,1274,2646,2,4,Gd,9,Typ,1,TA,Attchd,RFn,3.0,656.0,TA,TA,Y,340,60,WD ,260000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,738.0,738.0,GasA,Gd,Y,SBrkr,738,753,1491,2,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,100,30,WD ,168675
RL,Pave,NA,Gilbert,Norm,1Fam,SLvl,6,1994,1994,Gable,HdBoard,HdBoard,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,206.0,392.0,GasA,Gd,Y,SBrkr,924,770,1694,2,3,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,398.0,TA,TA,Y,256,64,WD ,160000
RM,Pave,Grvl,OldTown,Norm,1Fam,1.5Fin,5,1890,1996,Gable,Wd Sdng,HdBoard,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,1080,1,3,Gd,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,165,WD ,95000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,6,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,1422,2,3,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,440.0,TA,TA,Y,36,28,WD ,173000
FV,Pave,Pave,Somerst,Norm,1Fam,1Story,7,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,1293.0,1293.0,GasA,Ex,Y,SBrkr,1301,0,1301,2,2,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,572.0,TA,TA,Y,216,121,New,187750
RL,Pave,NA,NWAmes,Norm,1Fam,2Story,7,1986,1991,Gable,Plywood,Plywood,123.0,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,791.0,791.0,GasA,Gd,Y,SBrkr,1236,857,2093,2,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,542.0,TA,TA,Y,364,63,WD ,215000
RL,Pave,NA,Sawyer,Norm,1Fam,1Story,5,1967,1967,Gable,MetalSd,MetalSd,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,221.0,852.0,1073.0,GasA,Gd,Y,SBrkr,1073,0,1073,1,3,TA,6,Typ,0,NA,Attchd,RFn,1.0,270.0,TA,TA,Y,0,90,WD ,120000
RL,Pave,NA,Somerst,Norm,1Fam,1Story,7,2005,2006,Gable,VinylSd,VinylSd,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,778.0,716.0,1494.0,GasA,Ex,Y,SBrkr,1506,0,1506,2,3,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,672.0,TA,TA,Y,192,35,WD ,249000
RL,Pave,NA,NWAmes,RRAn,1Fam,1Story,7,1967,1967,Hip,HdBoard,HdBoard,264.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,713.0,1334.0,GasA,Gd,Y,SBrkr,1334,0,1334,2,3,TA,7,Typ,0,NA,Attchd,RFn,2.0,477.0,TA,TA,Y,0,20,WD ,164500
RM,Pave,NA,GrnHill,Norm,TwnhsE,1Story,7,1986,1986,Gable,BrkFace,Wd Sdng,0.0,Gd,TA,CBlock,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1295,0,1295,2,2,Gd,5,Typ,0,NA,Attchd,RFn,1.0,312.0,TA,TA,Y,0,0,WD ,230000
RM,Pave,NA,OldTown,Feedr,1Fam,2Story,7,1929,1990,Gable,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,TA,TA,No,Rec,336.0,336.0,672.0,GasA,Gd,N,FuseA,672,672,1344,1,3,Gd,6,Typ,1,Gd,Attchd,Unf,2.0,456.0,TA,TA,Y,0,0,WD ,140000
RL,Pave,NA,NAmes,Norm,1Fam,1Story,5,1952,1952,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,0.0,732.0,GasA,TA,Y,SBrkr,732,0,732,1,2,TA,4,Typ,0,NA,Detchd,Unf,1.0,240.0,TA,TA,Y,0,68,WD ,118900
RL,Pave,NA,CollgCr,Norm,1Fam,1Story,8,2008,2008,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,1468,2,3,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,904.0,TA,TA,Y,192,142,WD ,239900
RL,Pave,NA,NPkVill,Norm,TwnhsE,1Story,6,1975,1975,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,727.0,186.0,1069.0,GasA,Gd,Y,SBrkr,1069,0,1069,2,2,TA,4,Typ,1,Po,Attchd,RFn,2.0,440.0,TA,TA,Y,0,55,WD ,146300
RM,Pave,NA,MeadowV,Norm,TwnhsE,1Story,5,1975,1975,Gable,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,769.0,271.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,1040,1,3,TA,6,Typ,0,NA,Attchd,Unf,2.0,499.0,TA,TA,Y,0,100,WD ,124000
RL,Pave,NA,Sawyer,Norm,2fmCon,SFoyer,5,1963,1963,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,925.0,0.0,925.0,GasA,TA,Y,SBrkr,999,0,999,1,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,40,176,WD ,130000
RL,Pave,NA,SawyerW,Norm,1Fam,1Story,7,2000,2001,Gable,VinylSd,VinylSd,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,1349,2,3,TA,6,Typ,0,NA,Attchd,Unf,2.0,539.0,TA,TA,Y,120,55,WD ,179000
RL,Pave,NA,Gilbert,Norm,1Fam,1Story,7,1990,1990,Gable,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1424.0,1424.0,GasA,Ex,Y,SBrkr,1442,0,1442,2,3,TA,5,Typ,0,NA,Attchd,RFn,2.0,500.0,TA,TA,Y,0,34,WD ,180500
RM,Pave,NA,OldTown,Artery,1Fam,1Story,4,1945,1950,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,0,747,1,2,TA,4,Typ,0,NA,Attchd,Unf,1.0,220.0,TA,TA,Y,0,0,WD ,80000
RL,Pave,NA,Somerst,Norm,1Fam,1Story,8,2008,2009,Gable,CemntBd,CmentBd,194.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1573.0,1573.0,GasA,Ex,Y,SBrkr,1578,0,1578,2,3,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,840.0,TA,TA,Y,0,36,New,287090
RM,Pave,NA,OldTown,Norm,1Fam,1Story,5,1956,1956,Gable,BrkFace,BrkFace,0.0,TA,TA,PConc,NA,NA,NA,NA,0.0,0.0,0.0,GasA,Gd,Y,FuseA,882,0,882,1,2,TA,4,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,45,WD ,97000
RL,Pave,NA,Blmngtn,Norm,TwnhsE,1Story,7,2002,2002,Gable,VinylSd,VinylSd,40.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1038.0,330.0,1368.0,GasA,Ex,Y,SBrkr,1511,0,1511,2,2,Gd,5,Typ,1,TA,Attchd,Fin,2.0,398.0,TA,TA,Y,130,30,WD ,246990
RL,Grvl,NA,Gilbert,Norm,1Fam,1Story,6,1964,1964,Gable,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,550.0,752.0,1302.0,GasA,Fa,Y,SBrkr,1128,0,1128,1,3,TA,6,Typ,1,TA,Attchd,Unf,2.0,480.0,TA,TA,P,0,108,WD ,154204
RL,Pave,NA,NAmes,Norm,1Fam,1Story,7,1958,2001,Gable,HdBoard,HdBoard,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,675.0,1312.0,GasA,Ex,Y,SBrkr,1312,0,1312,1,3,TA,6,Typ,1,Gd,Attchd,RFn,2.0,495.0,TA,TA,Y,0,304,WD ,186000
RM,Pave,NA,BrDale,Norm,Twnhs,2Story,5,1972,1972,Gable,HdBoard,HdBoard,356.0,TA,TA,CBlock,TA,TA,No,Rec,350.0,280.0,630.0,GasA,TA,Y,SBrkr,630,672,1302,2,3,TA,6,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,WD ,111750
RL,Pave,NA,NridgHt,Norm,1Fam,1Story,9,2003,2004,Hip,VinylSd,VinylSd,1095.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,1473.0,2846.0,GasA,Ex,Y,SBrkr,2696,0,2696,2,3,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,958.0,TA,TA,Y,220,150,WD ,500000
RL,Pave,NA,CollgCr,Norm,1Fam,2Story,7,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,628.0,628.0,GasA,Ex,Y,SBrkr,628,728,1356,2,3,Gd,6,Typ,1,Gd,BuiltIn,Fin,2.0,484.0,TA,TA,Y,100,24,New,177439
RL,Pave,NA,NridgHt,Norm,1Fam,2Story,9,2008,2008,Gable,VinylSd,VinylSd,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,168.0,1104.0,GasA,Ex,Y,SBrkr,1130,1054,2184,2,3,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,836.0,TA,TA,Y,0,102,WD ,335000
RL,Pave,NA,NWAmes,Norm,1Fam,2Story,7,1976,1976,Hip,Plywood,Plywood,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,400.0,803.0,GasA,TA,Y,SBrkr,1098,866,1964,2,4,TA,8,Typ,1,Gd,Attchd,RFn,2.0,483.0,TA,TA,Y,0,69,WD ,205000
